# This table summarizes useful information about galaxies in the Parent Disc Sample of
# Erwin (2017, in prep). Most of the data is taken from xxx
#
# Except for the following columns, values are from Herrera-Endoqui et al. (2015: A&A, 582, A86)
#    dist, logmstar -- distance in Mpc and log of galaxy stellar mass (in solar masses), from 
#       Munoz-Mateos et al. (2015: ApJS, 219, 3)
#    bar_strength -- Buta et al. (2015)
#    A2, A4 -- Diaz-Garcia et al. (2016)
#    Re, Re_kpc, h_kpc -- Salo et al. (2015)
#    R25, etc.; t_s4g -- main S4G table
#    B_tc, BmV_tc, m21c, W_gas, t_leda -- HyperLeda (as of 29 March 2017)
#    gmr_tc -- total g-r color, based on BmV_tc as described in paper
#    weight_BmVtc -- B_t-based weights for galaxy colors (see paper)
#    w25, w30, w40 -- V/V_max weights assuming D_max = 25, 30, or 40 Mpc
#    M_HI, logfgas -- based on dist + m21c, as described in paper
#    inclination -- Munoz-Mateos et al. (2015)
#    sma_dp_kpc2 -- deprojected bar semi-major axis (in kpc) using bar size and
#       PA from Herrera-Endoqui et al. and galaxy inclination and PA from Munoz-Mateos et al.
#
# name logmstar dist B_tc BmV_tc weight_BmVtc gmr_tc m21c M_HI logfgas w25 w30 w40 sma sma_kpc sma_ell_kpc sma_dp_kpc sma_dp_kpc2 sma_ell_dp_kpc2 bar_strength A2 A4 inclination R25 R25_5 R25_kpc R25_5_kpc R25c_kpc Re Re_kpc h_kpc W_gas t_s4g t_leda
NGC4519 10.1910008481 28.411 12.072 0.45 1.45372851308 0.324 13.193 9161114820.21 -0.229052521753 1.0 1.0 1.0 14.4 1.98346011199 2.01445167624 2.53442125421 2.56095220929 2.60096708756 2 0.388 0.111 39.8828178387 70.0037418684 45.95 9.64233539488 6.32916612125 9.70917287079 38.96 5.36636152522 3.23262676169 76.37 6.9 6.9 
NGC4523 9.09200088498 16.8 13.679 0.26 3.46828052761 0.1112 14.58 892881551.08 -0.141207035417 1.7095908346 2.9541729622 7.00248405854 22.2 1.80815940659 -61.0253799724 -81.3671732965 1.81138407152 0.0 2 -999.999 -999.999 32.4114141007 37.3354383531 38.9 3.04092000258 3.16835139263 3.14054481668 60.35 4.91542433278 2.38383826631 51.42 9.1 8.9 
NGC4525 9.4479994393 15.687 12.374 -99.0 1.65788938552 -111.06 15.307 398524549.22 -0.847544360091 1.0 1.0 2.07281376651 15.7 1.19402661625 1.03811868228 1.50584248418 1.46684434641 1.27531371519 1 0.232 -999.999 58.6193960021 59.995856089 43.6 4.56284388756 3.31589557123 4.54187952421 34.89 2.65347698349 1.65353673187 62.41 5.9 5.9 
NGC4528 9.9829998656 17.556 12.667 0.828 1.72032429154 0.74736 -99.0 2.63649183358e+54 44.4380265649 1.0 1.22768527711 2.91006880499 6.7 0.570262526362 0.434080430514 0.987320194895 1.01526033331 0.772810104457 1 0.397 0.145 56.3192187975 47.8763744171 31.55 4.07494063107 2.68534070249 4.17947070761 10.63 0.904759799287 0.684740600684 -99.0 -2.0 -2.0 
NGC4531 9.97799962864 15.2 12.106 -99.0 1.48657162961 -111.06 18.802 14964508.6629 -2.80293716663 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 49.5819249346 90.807402843 55.65 6.69174374331 4.10093811359 6.816152548 36.6 2.69711293724 1.79689622573 -99.0 -0.5 -0.1 
NGC4532 9.71700024739 15.589 11.296 0.243 1.14058616787 0.09216 12.498 5231326186.18 0.00161155281891 1.0 1.0 1.08824129746 31.2 2.35801905316 -56.626467166 -75.5019562214 2.35823064126 0.0 2 -999.999 -999.999 62.4751122044 74.8378418083 51.3 5.65605951543 3.87712748164 5.54005365224 27.21 2.05646469348 1.45456521465 73.32 9.7 9.7 
NGC4534 9.20400051787 14.225 12.684 -99.0 1.72888365809 -111.06 13.277 2125591654.36 0.123479318377 1.0 1.0 1.03519734334 12.0 0.827576176278 0.770680314159 0.868954985092 0.864107817824 0.804700405348 2 0.159 -999.999 36.6632121546 83.3913980328 37.55 5.7510611932 2.58962378494 5.69833514726 28.01 1.9317007248 1.14991709694 51.96 7.8 7.7 
NGC4535 10.6949998232 16.958 10.406 0.591 1.00203740342 0.48192 12.893 4302536348.2 -1.06127527524 1.0 1.0 1.0 37.6 3.09126996824 3.53933968439 3.13237728165 3.1312886167 3.58515890821 2 0.524 0.261 26.1446424207 244.411285206 120.2 20.0941826026 9.88219814317 20.4206868042 98.91 8.13184873827 4.68434279204 122.78 5.0 5.0 
NGC4536 10.2619999715 15.321 10.27 0.497 1.00002906207 0.37664 12.984 3229605762.22 -0.752850460193 1.0 1.0 1.0 33.5 2.48832084939 2.9581306814 4.82065740673 5.00622191258 5.95142649757 2 0.676 0.306 66.7800306361 212.383735315 126.4 15.7754888554 9.38876881681 15.380938164 258.85 19.2269209512 3.76479230601 148.84 4.3 4.3 
NGC4540 9.87699967963 16.8 12.017 -99.0 1.40153418708 -111.06 15.707 316223287.664 -1.37700583006 1.0 1.0 1.28012426209 18.1 1.47422005672 1.45996654789 1.47422005672 1.47511050439 1.46084838625 2 0.311 0.094 18.3950235076 65.7841480605 44.1 5.35802820361 3.5918842266 5.49547194794 27.53 2.24228056141 1.24429059705 48.76 6.2 6.2 
NGC4545 10.3039990752 40.285 12.642 -99.0 1.70976096163 -111.06 14.754 4373831238.77 -0.663137053086 1.0 1.0 1.0 8.7 1.69917096938 2.3290360701 2.12884638693 2.10207140469 2.88128752884 2 0.264 0.073 56.0193031084 72.9661202722 37.05 14.2507946339 7.23612464548 14.0876671367 25.36 4.95298572225 3.14776304754 108.68 5.6 5.6 
NGC4548 10.6959997144 16.196 10.632 0.753 1.01505753893 0.66336 14.767 698539264.054 -1.85180889209 1.0 1.0 1.0 59.7 4.6876648971 4.55221729329 6.0382149177 6.11601485417 5.93929583201 1 0.676 0.305 39.977097735 166.387713887 109.05 13.064821536 8.56264417133 13.4308494711 116.71 9.1641100526 4.38889496521 106.42 3.1 3.1 
NGC4559 10.0039987567 9.29 9.605 0.362 1.0 0.22544 11.766 3645916466.65 -0.442192042603 1.0 1.0 1.0 12.6 0.567493273216 0.67896516617 0.869255569292 0.886889930616 1.0611004527 2 0.286 0.136 65.4907224355 317.045252764 139.05 14.2794482737 6.26269362228 14.0835268985 87.81 3.95488764453 2.22479882675 102.95 6.0 6.0 
NGC4561 9.06500051234 12.3 12.799 0.391 1.8216242436 0.25792 14.157 706619322.424 -0.215815003343 3.66525919303 6.33356788555 15.0129016546 13.5 0.805032361283 0.491964220784 0.924296414806 0.929211267489 0.567851330132 1 0.399 0.165 30.5695309076 39.5477021567 32.5 2.35830963337 1.93804086975 2.40215388292 20.59 1.22782343102 0.839618936805 58.1 7.2 7.2 
NGC4567 10.5530001792 25.55 11.607 0.683 1.19865773547 0.58496 14.31 2648238500.15 -1.13004308418 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 49.8231244323 82.0580617892 70.3 10.1645139927 8.70804547548 10.3773536679 77.22 9.56522434732 0.0 142.33 4.0 4.0 
NGC4568 10.7340000783 21.0 10.89 0.757 1.05207819759 0.66784 14.707 1241120290.02 -1.64018620275 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 65.3474625312 129.157983148 89.25 13.1496746714 9.08661188277 13.1194312589 44.33 4.51327176205 2.21061740964 152.98 4.1 4.1 
NGC4571 10.2539991185 17.733 11.658 0.454 1.20919578346 0.32848 14.923 725336803.805 -1.39345940424 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 19.8558657097 106.935340028 74.15 9.19343749407 6.37481855865 9.58248013611 65.48 5.6294419315 3.02561010836 67.56 6.5 6.4 
NGC4572 9.81299953777 24.097 13.791 -99.0 3.7462075636 -111.06 15.226 1013214138.67 -0.807298296346 1.0 1.0 1.44308210427 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 36.8648617548 44.0677883293 26.55 5.14823889352 3.1017155116 5.03105066912 24.45 2.8563820813 1.46277137178 113.34 5.0 5.0 
NGC4579 11.0979995888 19.583 10.081 0.748 1.0 0.65776 14.923 884573111.549 -2.15126585487 1.0 1.0 1.0 40.7 3.86409764138 4.00888262672 4.49070806972 4.47198438047 4.63954644878 1 0.469 0.232 42.7291274964 150.356170088 126.2 14.2749612335 11.9815509175 14.6748928032 119.22 11.3188629191 4.29797789252 166.21 2.9 2.8 
NGC4580 10.0950018937 18.575 12.262 -99.0 1.61419200038 -111.06 17.851 53657808.4753 -2.36536896273 1.0 1.0 1.51493328149 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 41.7363965087 56.249835242 45.7 5.06552585083 4.11547039003 5.10063839858 28.67 2.58184980486 1.47877766465 80.56 1.6 1.6 
NGC4584 9.72799970282 24.764 13.399 -99.0 2.7532478406 -111.06 18.377 58751218.2963 -1.95898282602 1.0 1.0 1.01558806378 5.9 0.70834896856 -89.9543160497 -119.939088066 0.971612916962 0.0 1 0.313 0.068 46.0338760815 48.2082375904 31.85 5.78783989377 3.82388383875 5.90903427293 21.21 2.5464545124 1.46316082709 49.66 1.5 1.4 
NGC4591 10.392000119 48.067 13.343 -99.0 2.63364298669 -111.06 15.912 2143232670.89 -1.06093079805 1.0 1.0 1.0 8.0 1.8642813856 1.97497309287 1.88758490292 1.88021098708 1.99184851444 2 0.178 0.071 59.6459228139 42.5717256507 29.1 9.92070946041 6.78132354011 9.87512794086 15.67 3.65166116404 2.00317034882 135.48 3.3 3.1 
NGC4593 10.9320001629 33.933 11.629 -99.0 1.20310580387 -111.06 15.206 2046537940.23 -1.62098036257 1.0 1.0 1.0 49.3 8.11042542361 8.63686277362 9.11394662206 9.15259103439 9.74667402243 1 0.807 0.365 34.1662781776 71.9649875706 71.05 11.8390804219 11.688554287 12.0314500036 0.0 0.0 6.3835464039 161.29 3.0 3.0 
NGC4595 9.54000018531 16.289 12.454 -99.0 1.67242317121 -111.06 15.444 378760021.661 -0.96163605259 1.02126102061 1.76473904361 4.1830851404 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 44.6642748575 45.7215826139 33.05 3.610689449 2.60999903037 3.66935843291 22.14 1.74842295106 1.00309251691 61.01 3.8 4.0 
NGC4596 10.6820005954 16.8 11.176 0.89 1.11491866083 0.8168 -99.0 2.4143145382e+54 43.7007932541 1.0 1.0 1.0 53.6 4.36564613483 4.36157370373 4.91949676387 4.92536430559 4.92076974933 1 0.621 0.333 36.3589973735 117.79348062 92.35 9.59411666746 7.52178023416 9.70521130258 80.01 6.51670423969 3.83704457858 92.71 -0.9 -0.8 
NGC4597 9.57100032765 17.0 12.033 -99.0 1.41646164206 -111.06 12.715 5094166421.86 0.136072801225 1.0 1.0 1.0 26.6 2.19232540664 2.39837102756 5.05223862507 5.56332895852 6.08619822154 2 0.546 -999.999 67.2100757057 106.44401677 65.3 8.77292941164 5.38191161855 8.67250651908 49.21 4.05580200228 3.64420526992 72.85 8.7 8.7 
NGC4604 9.71899961665 36.944 13.581 -99.0 3.19979671463 -111.06 13.944 7756452143.09 0.170663500616 1.0 1.0 1.07534600812 11.3 2.02393619858 1.9746811141 2.02393619858 2.03039760419 1.98098527311 1 0.539 0.181 59.4996848929 31.7045252764 18.4 5.67857843944 3.29561292512 5.61357628956 12.69 2.27289826194 1.41514335442 70.26 10.0 10.0 
NGC4606 9.80899982854 17.08 12.294 0.747 1.63051531945 0.65664 17.289 76129156.6614 -1.92744880972 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 61.4638822233 73.981180117 62.2 6.12609292124 5.15053935471 6.16855696872 38.24 3.16650522386 1.99322560783 62.22 0.6 0.6 
NGC4618 9.46599964922 7.3 10.86 0.393 1.04642044213 0.26016 13.052 688685606.519 -0.627978642863 1.0 1.53248130008 3.63254826687 20.5 0.725522992267 0.719329503309 0.867088454173 0.87223328863 0.864787394703 1 0.421 0.162 42.9968354845 106.935340028 72.5 3.78458770127 2.56587399704 3.79331207695 58.64 2.07534967154 1.65164424405 55.63 8.7 8.6 
NGC4625 9.07100147904 8.2 12.725 0.523 1.75502859233 0.40576 14.096 332202572.254 -0.549598488157 10.4082680629 17.9854872126 42.6322659855 7.7 0.30611107071 0.324994545851 0.310086539161 0.312279720781 0.331543729531 2 0.236 -999.999 20.3778518271 41.8910508317 29.15 1.66536550951 1.1588490534 1.68853305151 22.2 0.882553996073 0.59643953167 27.87 8.8 8.7 
NGC4630 9.70199945833 17.15 12.652 -99.0 1.71371786766 -111.06 15.357 454887009.805 -1.04409592346 1.0 1.16297771011 2.75668790544 22.4 1.86245848787 -62.2967420551 -83.0623227402 2.04446680633 0.0 2 -999.999 -999.999 40.9104248137 49.9023795111 39.65 4.14915670916 3.29671781446 4.20687722863 28.48 2.36798293457 1.05087557269 58.57 9.8 9.7 
NGC4633 9.5229994582 22.6 12.944 0.54 1.98376356719 0.4248 14.915 1186839971.35 -0.448607293789 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 64.8459236972 53.1032687495 40.7 5.81840774605 4.45940901268 5.7650642632 35.13 3.8491164279 2.25391898771 81.29 7.9 7.9 
NGC4635 9.7380000193 23.5 12.863 -99.0 1.88837623136 -111.06 15.452 782548044.739 -0.844489008639 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 49.5013570023 58.2265763278 40.45 6.63381835844 4.60851332024 6.72610396453 37.01 4.21659030858 2.47606477105 65.67 6.6 6.6 
NGC4639 10.3170013434 22.356 11.679 0.64 1.21379193592 0.5368 14.485 1725692803.48 -1.08003785544 1.0 1.0 1.0 25.6 2.77465202531 2.73942695077 3.48999200058 3.48243349569 3.43822291421 2 0.539 0.152 50.621814136 86.1234174607 49.55 9.33447322984 5.3704690568 9.39917670717 27.58 2.98925401789 1.89998632827 128.93 3.5 3.6 
NGC4641 9.79299998837 27.944 13.548 -99.0 3.11291603362 -111.06 17.617 150644205.533 -1.61504755699 1.0 1.0 1.40060043242 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 24.6057462989 38.3814391247 35.75 5.19977182218 4.84327442853 5.35777271503 35.93 4.86766014593 3.79265643711 21.99 -2.0 -2.0 
NGC4643 11.028001595 25.7 11.066 0.9 1.08978381722 0.828 16.705 295149147.243 -2.5579600622 1.0 1.0 1.0 49.9 6.21739025041 5.92458730274 7.70009453858 7.77520527847 7.40903829642 1 0.813 0.526 37.761243907 67.1616341571 82.15 8.36813806432 10.2356434684 8.50410936962 30.52 3.80270040967 5.10934913824 116.49 -0.6 -0.5 
NGC4651 10.8439997566 26.708 10.946 0.505 1.06336287827 0.3856 13.244 7724280230.5 -0.956141735391 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 56.2443123168 116.177293476 77.9 15.0430909469 10.0867970814 15.1822829537 31.78 4.11499886069 6.58386869319 168.66 5.2 5.1 
NGC4653 10.3209994701 40.2 12.577 0.46 1.69102501307 0.3352 14.282 6727092389.26 -0.493172077828 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 41.4624921624 69.3619437053 51.35 13.5182902429 10.0078539743 13.7696140226 31.84 6.20545414879 3.46230819577 92.69 6.0 5.9 
NGC4654 10.4849998545 16.362 10.481 0.515 1.00480188322 0.3968 13.182 3069361651.58 -0.997951791715 1.0 1.0 1.0 28.8 2.28456403171 2.04063922624 2.28456403171 2.28464772283 2.04071398159 1 -999.999 -999.999 58.5458062107 141.618912379 113.7 11.2339400497 9.01926841684 11.2081027045 60.99 4.83804028798 2.54665429423 128.95 5.9 5.9 
NGC4658 10.2279997574 31.78 12.408 0.413 1.66512644933 0.28256 14.589 3168714213.09 -0.727116685503 1.0 1.0 1.0 9.3 1.4328848811 1.65243982256 1.80266162461 1.81631073329 2.09461641017 1 -999.999 -999.999 56.9912730711 41.4115279381 33.4 6.38042497696 5.14605968051 6.51402778181 17.69 2.72556274695 1.65336426442 115.14 4.0 4.0 
NGC4668 9.23500041178 16.433 13.008 0.38 2.06794265441 0.2456 14.912 629229385.935 -0.436191415164 1.0 1.51779528166 3.59773696394 16.1 1.28267665382 1.32649480038 1.33844520399 1.32344633091 1.36865723041 1 0.21 0.112 58.1034716795 47.6564024579 28.0 3.79675495887 2.23074200664 3.80550738297 20.12 1.60294747049 1.38369739898 55.95 7.4 7.5 
NGC4680 10.3749993184 36.625 12.855 -99.0 1.87962140857 -111.06 16.384 805620581.617 -1.46886876557 1.0 1.0 1.0 10.1 1.79338472354 1.67796887499 1.97094756745 1.96937183804 1.84263008609 2 0.421 -999.999 40.2588861532 40.843340474 30.5 7.25225968952 5.41566673939 7.40411826314 15.84 2.8125954476 1.80066480014 84.12 0.0 0.3 
NGC4682 10.3029994024 33.029 12.356 -99.0 1.65315330761 -111.06 15.017 2307629786.53 -0.939833266261 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 62.6192493705 77.467805719 46.0 12.4048391879 7.36593217463 12.462097324 34.35 5.50042978692 3.49465442998 133.19 5.8 5.7 
NGC4688 9.66699976213 17.1 12.714 -99.0 1.74717257028 -111.06 13.88 1762655769.69 -0.42083225523 1.0 1.0 1.0 16.3 1.35131990401 1.27463457203 1.66635153807 1.6882870173 1.59247931846 1 0.364 0.191 38.7372236403 111.717511876 47.05 9.26172376839 3.90058904807 9.49930482345 43.67 3.62037669988 2.25007199476 20.85 6.0 6.0 
NGC4689 10.4950000737 17.891 11.235 0.594 1.12794941172 0.48528 15.337 504248386.864 -1.79235555616 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 37.2654468742 114.583281252 92.4 9.9387171109 8.01458512108 10.0306789281 64.81 5.6214855162 3.11614702446 81.49 4.7 4.7 
NGC4691 10.4790005763 22.5 11.321 0.525 1.14550591214 0.408 15.821 510669972.896 -1.77086025396 1.0 1.0 1.0 29.6 3.22885608319 -81.7304196058 -108.973892808 3.72903363463 0.0 1 -999.999 -999.999 35.3291866043 91.0167355258 62.4 9.92837635726 6.8067776889 10.1129586549 32.75 3.57246745691 2.8504472402 27.63 0.3 0.3 
NGC4694 9.89199994736 15.302 12.025 0.554 1.40896351871 0.44048 15.558 300934293.51 -1.41352826599 1.0 1.0 2.24871999274 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 60.4479967758 59.8578694491 57.15 4.44062307376 4.23973674642 4.52318042053 34.07 2.5275211015 2.36876280513 47.27 -2.0 -1.8 
NGC4698 10.8479993278 23.65 10.949 0.805 1.06399077731 0.7216 14.014 2980146241.49 -1.37376175153 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 41.1871785072 114.319747018 85.95 13.1077110367 9.85488328122 12.9576683092 49.23 5.64462948149 3.82912951785 194.48 1.7 1.6 
NGC4699 11.333999119 24.7 10.045 0.825 1.0 0.744 13.834 3836800275.78 -1.75002992636 1.0 1.0 1.0 15.0 1.79623300124 1.49087339103 1.80820788791 1.79910228031 1.49325489265 1 0.283 0.119 31.9596891982 119.707470709 140.6 14.3348339588 16.8366906649 14.6349979809 40.27 4.82228686399 7.05632172206 174.88 2.9 2.9 
NGC4701 9.97400020817 23.843 12.428 0.36 1.66856656261 0.2232 13.589 4480196719.14 -0.322703124494 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 44.5776670609 52.1340248625 35.7 6.02638137734 4.12670642135 6.12430219746 15.66 1.81020231256 1.04531669939 70.11 5.9 5.9 
NGC4707 8.29499939755 8.0 13.339 0.468 2.62543895736 0.34416 14.77 169963341.232 -0.0646441374539 2.91440608527 5.03609371535 11.9374073253 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 27.9905388949 65.6328487185 34.05 2.54557384795 1.32063122682 2.5632189229 0.0 0.0 0.0 26.22 8.8 8.9 
NGC4713 9.83600048907 16.367 12.011 0.43 1.39601189772 0.3016 13.428 2448575225.07 -0.447087038126 1.0 1.34727582462 3.19354269538 11.4 0.904582939423 0.904582939423 0.920452815553 0.920426568005 0.920426568005 2 0.168 -999.999 50.8598801529 49.7876072231 41.5 3.95061579726 3.29299929702 4.04263746053 30.3 2.40428623373 1.6235676775 72.06 6.8 6.8 
NGC4723 8.89600012488 18.111 14.633 -99.0 3.10739148918 -111.06 14.638 983694282.734 0.0968600223856 2.4888156803 4.30067349555 10.1941890265 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 48.5277651957 30.5577416416 20.5 2.68310793819 1.7999927278 2.7582786901 43.42 3.81247240201 1.28809235692 40.81 8.8 8.8 
NGC4725 10.880999269 13.637 9.68 0.674 1.0 0.57488 12.819 2978605362.97 -1.40698630186 1.0 1.0 1.0 123.3 8.15185368337 8.63283288488 8.37002981601 8.33437793976 8.8261265165 2 0.421 0.227 48.1182696112 291.152990174 173.2 19.2492828497 11.4509412649 19.2050107277 237.56 15.7060369912 4.83954330594 183.15 2.2 2.2 
NGC4731 10.0619987673 19.75 10.916 0.299 1.05720917908 0.15488 12.797 6375430063.61 -0.25748928131 1.0 1.0 1.0 57.5 5.50566019441 5.51523525562 9.05800790246 9.52706302234 9.5436318276 1 1.139 0.737 63.4826505096 189.723555413 101.55 18.1661465561 9.72347465639 17.9168976813 92.93 8.89810438029 7.04197876518 95.64 5.9 5.9 
NGC4733 9.97299941059 16.933 12.505 0.821 1.67915558061 0.73952 -99.0 2.45269249887e+54 44.4166436923 1.0 1.0 1.7297297255 15.0 1.23140135263 0.97896407534 1.23961069498 1.2334293536 0.980576336109 1 0.193 0.072 24.3162826482 59.0365886912 47.45 4.84651567793 3.89533294548 4.9594055302 32.74 2.68773868567 1.45485965142 -99.0 -3.8 -3.6 
NGC4736 10.5209994088 5.126 8.54 0.718 1.0 0.62416 13.364 254760733.023 -2.114866919 1.0 1.0 1.02292588483 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 34.8046853682 232.338539341 285.2 5.77396723953 7.08765520083 5.84082662907 44.65 1.10962063365 6.30905689283 95.62 2.4 2.3 
NGC4750 10.7290002628 26.1 11.598 -99.0 1.19687538604 -111.06 15.082 1357238907.09 -1.59634396203 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 38.5436354902 71.9649875706 58.7 9.10617979586 7.42767798706 9.21162438828 23.11 2.92425278162 3.40306595884 130.0 2.4 2.4 
NGC4754 10.6400001707 17.264 11.244 0.852 1.12987510683 0.77424 -99.0 2.54951834219e+54 43.7664579701 1.0 1.0 1.0 26.6 2.2263709306 1.9334273871 4.2183870264 4.27493625909 3.71244464605 1 0.68 0.305 61.8255208312 124.773183148 90.8 10.4432852586 7.59979249994 10.5156746538 28.77 2.40799592757 3.43279614089 171.44 -2.4 -2.4 
NGC4765 9.5380003441 21.2 13.063 0.338 2.146537206 0.19856 14.215 1989972193.74 -0.239153336127 1.0760004259 1.85932873595 4.40729774447 8.8 0.904467553875 -77.0082175842 -102.677623446 0.949518121562 0.0 2 -999.999 -999.999 48.200355092 34.5240116683 26.0 3.54839186177 2.67229050008 3.66464216736 10.93 1.12338981407 1.190813759 32.26 0.0 1.5 
NGC4772 10.7469998331 30.475 11.474 0.828 1.17374417555 0.74736 14.799 2401390093.49 -1.36653711844 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 60.52073453 123.629255729 80.1 18.2658306952 11.8345211257 18.1819068264 56.77 8.38758756939 5.10893765302 201.36 1.2 1.2 
NGC4775 10.2059996493 26.6 11.178 -99.0 1.11536946861 -111.06 13.982 3882742230.87 -0.616861089874 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 31.0390120416 66.545892594 40.35 8.58177947301 5.20354883281 8.82220916518 31.19 4.02227231959 2.28620851817 42.11 6.9 6.9 
NGC4779 10.4479994472 40.84 12.709 -99.0 1.74381623369 -111.06 14.997 3593740822.4 -0.892452694285 1.0 1.0 1.0 21.3 4.21735146535 5.62808523017 5.10834121155 5.15290307655 6.87658544371 1 0.614 0.23 37.5635702675 55.7341336528 34.1 11.0352314662 6.75172229898 11.1117240364 877.43 173.729140669 3.82610796791 97.29 4.6 4.6 
NGC4781 10.0950018937 16.125 10.472 -99.0 1.0043975204 -111.06 13.693 1861978803.51 -0.82502716098 1.0 1.0 1.0 18.2 1.42280561414 1.27817976874 1.89968002327 1.89092632839 1.69871678402 1 0.386 0.12 61.1741457007 109.931272394 62.5 8.59400173252 4.88600829031 8.65357250664 40.77 3.18724092793 1.98997345648 96.44 7.0 7.0 
NGC4789A 7.08400041144 4.113 13.731 0.245 3.61372018688 0.0944 13.154 199018159.282 1.21489229369 31.3576780933 54.1860677453 128.44104947 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 60.4479967758 57.8257473957 28.25 1.1530666814 0.563315395244 1.12681967931 37.57 0.749159624755 0.541580394153 33.24 9.9 9.9 
NGC4790 9.94099979524 23.52 11.753 -99.0 1.23155665511 -111.06 14.478 1922427281.21 -0.657149874316 1.0 1.0 1.01127209097 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 44.4040809181 50.8301340134 29.1 5.79606211425 3.31821685696 5.91742866246 23.12 2.63632899425 1.58384990183 86.22 4.8 4.8 
NGC4791 9.67399993996 35.125 14.626 -99.0 3.09684884038 -111.06 17.491 267305535.192 -1.24699198802 1.0 1.0 1.25121221412 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 46.287439759 31.7045252764 12.35 5.3989840755 2.10308947228 5.47409142556 8.13 1.38446294815 0.815692192083 112.59 1.0 0.7 
NGC4793 10.6440001223 32.888 11.745 0.578 1.22949032788 0.46736 14.082 5413151894.22 -0.910549908592 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 58.5458062107 54.5910257583 45.95 8.70428650105 7.32651492013 8.56511458476 18.67 2.97684512642 1.66875528083 144.17 5.1 5.0 
NGC4795 10.7410002414 39.056 12.443 -99.0 1.67085865411 -111.06 16.805 621656974.225 -1.94744943113 1.0 1.0 1.0 13.6 2.57514168667 1.86035051996 3.57868954985 3.63060090168 2.62284219551 2 0.511 0.186 44.8371239326 64.8815557118 46.3 12.2852352066 8.76684265387 12.4561398524 37.31 7.06459825952 3.85135161079 154.32 0.8 0.6 
NGC4800 10.4629995982 22.5 12.022 -99.0 1.40616904388 -111.06 14.598 1575216754.1 -1.2656592759 1.0 1.0 1.25496732849 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 41.9182312156 49.4448717458 36.25 5.39359374727 3.95425787215 5.40602726495 17.47 1.90567958694 1.28696094829 134.38 3.0 3.0 
NGC4802 9.68400017366 11.5 12.169 -99.0 1.54526380583 -111.06 -99.0 1.13128223383e+54 44.3695707932 1.0 1.0 2.29660577693 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 41.9182312156 79.0899415748 54.6 4.409542715 3.0441422442 4.62800217035 27.24 1.51872591084 1.31963008751 -99.0 -2.1 -2.1 
NGC4806 9.96399974155 33.444 12.939 -99.0 1.97751651635 -111.06 15.27 1874181797.69 -0.691188025917 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 32.8577196785 40.5621768958 23.0 6.57678929583 3.72924150971 7.07968489433 15.47 2.50832026762 1.45991698058 54.73 4.9 4.9 
